Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S2 5RP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RS,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5ST,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SU,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SY,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5SZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TF,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TG,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TL,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TN,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TP,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TR,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TS,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5TY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5UA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5UE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5WZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5XZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YA,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YB,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YE,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YF,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YG,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YL,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YQ,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YS,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5YT,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5YZ,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S26 7ZS,Terminated,E01033261,Sheffield 073A E01033261,11121,4,31946,10,0.027,32641,10,0.019,17013,6,13529,5,11651,4,101,1,158,1,30960,10,0.033,165,1,0.634
S2 9AA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9AZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BJ,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9BZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DF,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DG,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DW,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DX,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DY,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9DZ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EB,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9ED,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 9EL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
